177	positive	2	Digoxin	rice	Rather surprisingly, excessive exogenous ATS or digoxin elicited the hypersensitive response in rice, even in the absence of the blast fungus.\
178	positive	2	Digoxin	caraway	Samplette values for therapeutic drugs were higher than corresponding Caraway values, but only the differences for digoxin were judged to be clinically significant.\
179	neutral	1	Digoxin	thistle	Serial serum concentration-time profiles of the P-gp substrate, digoxin, were used to determine whether supplementation with milk thistle or black cohosh modified P-gp activity in vivo.\
180	negative	0	Digoxin	capsaicin	The acute inhibitory effect was dependent on the capsaicin concentration and duration of exposure, with abolishment of polarity of [3H]-digoxin transport attained at 50 microM of capsaicin.\
181	neutral	1	Digoxin	hesperidin	The following compounds were investigated: quercetin, myricitrin, apigetrin, fraxin, rutin, neohesperidin, hesperidin, naringin, apiin, cymarin, digoxin, digitoxin, xanthorhamnin, and frangulin.\
182	negative	0	Digoxin	thiamine	The intracellular level of thiamine pyrophosphate gradually decreased, with a half-life of 16-19 days, after treatment of cardiac cells with furosemide or digoxin.\
183	negative	0	Digoxin	pyrophosphate	The intracellular level of thiamine pyrophosphate gradually decreased, with a half-life of 16-19 days, after treatment of cardiac cells with furosemide or digoxin.\
184	negative	0	Digoxin	natto	The most potent inhibitors of the net digoxin flux (IC(50)) were mistletoe > Natto K2 > Agaricus > green tea (0.022, 0.62, 3.81, >4.5 mg ml(-1), respectively).\
185	neutral	1	Digoxin	vitamin d3	These results suggest that vitamin D3 supplementation (1000 IU per day) in human volunteers does not produce a P-gp-mediated drug interaction with orally administered digoxin.\
186	negative	0	Digoxin	thiamine	Thiamine uptake by cardiac cells grown in a thiamine-free medium for 7 days decreased significantly in the presence of furosemide or digoxin.\
187	positive	2	Digoxin	ruthenium	This Ca2+ release was inhibited by ruthenium red, digoxin and dantrolene, and enhanced by caffeine.\
188	positive	2	Digoxin	pummelo	To evaluate the effects of fresh lime, lemon, grapefruit, and pummelo juices on the transport of digoxin, a P-glycoprotein (P-gp) substrate, in Caco-2 cell monolayers.\
189	neutral	1	Digoxin	bupropion	Varenicline has been administered concurrently with warfarin, digoxin, transdermal nicotine, bupropion, cimetidine, and metformin without any clinically significant drug interactions.\
190	negative	0	Digoxin	emodin	When digoxin was co-administered to male SD rats with emodin or 18-GA, the AUC(t) and Cmax of digoxin were increased by approximately 51% and 58%, respectively.\
191	negative	0	Digoxin	bupropion	While bupropion increased digoxin renal clearance in the rat, it appeared to do so by inhibiting r-Oatp4c1-mediated digoxin renal reabsorption.\
192	neutral	1	Isoniazid	carbonic acid	All the strains in this study were resistant to 5-Furan-2 carbonic acid hydrazine and 34 were highly resistant to isoniazid.
193	positive	2	Isoniazid	1-naphthaldehyde	A novel colorimetric sensor, 2-hydroxy naphthaldehyde isonicotinoyl hydrazone (HINH), was easily synthesized by the condensation of isoniazid and 2-hydroxy-1-naphthaldehyde.
194	positive	2	Isoniazid	cinnamaldehyde	It could be shown that 40 microliters of 1% methanolic cinnamaldehyde per 200 microliters of deproteinized analysate gave maximal chromophoric isoniazid-cinnamaldehyde conjugate, read at 340 nm.
195	positive	2	Isoniazid	cinnamaldehyde	Isoniazid was condensed with cinnamaldehyde and assayed on a reversed-phase HPLC system, with good sensitivity and accuracy (10 micrograms/l) with UV detection at 330 nm.
196	neutral	1	Isoniazid	harmaline	On the contrary harmaline and isoniazid both increased the levels of cerebellar cGMP in kainic-lesioned rats to the same extent as in control rats.
197	neutral	1	Isoniazid	harmaline	Isoniazid but not harmaline or cold exposure increased cGMP in the deep cerebellar nuclei (nuclei interpositus, vestibularis and fastigius) and striatum.
198	neutral	1	Isoniazid	l-cysteine	MPO inhibitors (4-aminobenzoic acid hydrazide, and isoniazid), GSH, L-cysteine, L-methionine and L-tryptophan prevented LADH inactivation by MPO/H2O2/NaNO2.
199	negative	0	Isoniazid	ergosterol	Isoniazid-derived hydrazones were able to inhibit C.posadasii cells causing reduction of ergosterol content and alterations in the permeability of cell membrane.
200	negative	0	Isoniazid	1-butanol	When added to reconstituted membrane vesicles isoniazid, tryptamine and octylamine also decreased 1-butanol radical formation by P450IIE1 by 54, 38 and 66%, respectively.
201	positive	2	Isoniazid	phytic acid	The independent effects of catalase and phytic acid are related to their abilities to catalyse isoniazid oxidation.
202	positive	2	Isoniazid	methylamine	Hydroxylamine hypotension was enhanced by the SSAO inhibitor isoniazid and the SSAO substrate methylamine, a pattern shared by hydralazine.
203	negative	0	Isoniazid	lysophosphatidylserine	Lysophosphatidylserine (lysoPS), the deacylated PS derivative, shows increased efficacy as an isoniazid antagonist in the presence of GABA, and has anticonvulsant activity also in the absence of GABA.
204	positive	2	Isoniazid	anthranilic acid	Conjugates with anthranilic acid and isonicotinic hydrazide (Isoniazid) in a dose of 0.27M inhibited enzyme activity by 70%, but with the concentration increase their inhibitory effect was decreased.
205	neutral	1	Isoniazid	l-asparagine	When l-asparagine or salts (MgSO(4) and ferric ammonium citrate) or both were deleted from the menstruum, pyridoxal did not inhibit isoniazid incorporation by the tubercle bacilli.
206	negative	0	Isoniazid	spermine	The effect of sper mine on nitrite production can be prevented by isoniazid, hydrazine or hydroxylamine, inhibitors of spermine oxidase, as well as by phenylhydrazine, an aldehyde inhibitor.
207	positive	2	Isoniazid	melatonin	We show that melatonin, which is synthesized in the pineal gland, can cause at least a threefold increase in the efficacy of isoniazid.
208	positive	2	Isoniazid	phenol	Similarly, other efficient peroxidase substrates, such as phenol and tyrosine, were also able to dramatically stimulate isoniazid oxidation by HRP.
209	neutral	1	Isoniazid	tryptamine	Isoniazid, cimetidine and tryptamine inhibited the P450 IIE1-dependent reduction of carbon tetrachloride, whereas acetone was without effect.
210	negative	0	Isoniazid	tryptamine	When added to reconstituted membrane vesicles isoniazid, tryptamine and octylamine also decreased 1-butanol radical formation by P450IIE1 by 54, 38 and 66%, respectively.
211	negative	0	Isoniazid	citric acid	The inclusion of citric acid and pectin into the formulation significantly decreased the dissolution rate of isoniazid from the tablets due to gel formation.
212	neutral	1	Antihistamine	n-butanol	A flavonoid fraction (fraction B) obtained by partitioning the juice between n-butanol and water contained the substance responsible for the antihistamine activity.\
213	negative	0	Antihistamine	lysophosphatidylserine	However, to prevent completely the change in carbohydrate metabolism induced by lysophosphatidylserine the administration of an antihistamine and an adrenoceptor antagonist was required.\
214	positive	2	Antihistamine	n-nitrosodimethylamine	Levels of 0.22-3.6 micrograms/kg N-nitrosodimethylamine and, unexpectedly, 0.35-2.7 micrograms/kg N-nitrosodiethylamine were found in the antihistamine drug samples.\
215	negative	0	Antihistamine	palladium	Our results suggest that antihistamine has a beneficial effect on the treatment of palladium allergy compared to glucocorticoids.\
216	positive	2	Antihistamine	glycyrrhizin	She was treated with topical application of corticosteroids twice a day and oral antihistamine once a day along with compound glycyrrhizin tablets 3 times a day.\
217	positive	2	Antihistamine	geraniol	The antihistamine effect reached a plateau after approximately 2 h of exposure, and the potency of emedastine decreased in the following order by vehicle: isopropyl myristate >geraniol >glycerin.\
